股票代码;公司简称;公司全称;公司英文名称;成立日期;所属地域;曾用名;法定代表人;独立董事;会计师事务所;证券事务代表;咨询服务机构;所属概念;所属行业
000418;小天鹅A;无锡小天鹅股份有限公司;Wuxi Little Swan Company Limited;1993-11-29;江苏;小天鹅A、ST天鹅A、*ST天鹅A、小天鹅A、G小天鹅;方洪波;蒋青云、陶向南、朱和平;普华永道中天会计师事务所(特殊普通合伙);赵玉林;竞天公诚律师事务所;含B股、融资融券、太阳能;耐用消费品
000419;通程控股;长沙通程控股股份有限公司;Changsha Tongcheng Holdings Co., Ltd.;1996-08-10;湖南;通程东百、通程控股、G通程;周兆达;肖序、肖建雄、刘星薇;天健会计师事务所（特殊普通合伙）;文启明;启元律师事务所;长株潭、金融改革;百货零售
000420;吉林化纤;吉林化纤股份有限公司;Jilin Chemical Fibre Stock Co., Ltd.;1993-05-08;吉林;吉林化纤、G吉纤、吉林化纤、*ST吉纤;宋德武;李金泉、年志远、刘彦文、丁晋奇;中准会计师事务所(特殊普通合伙);--;吉林卓识律师事务所;图们江、碳纤维;通用化工品
000421;南京公用;南京公用发展股份有限公司;Nanjing Public Utilities Development Co., Ltd.;1992-07-10;江苏;南京中北、S中北、南京中北;潘明;李东、戴克勤、耿成轩;天衡会计师事务所(特殊普通合伙);王琴;江苏南京永衡律师事务所;金融改革;燃气供应
000422;*ST宜化;湖北宜化化工股份有限公司;Hubei Yihua Chemical Industry Co. Ltd.;1992-12-24;湖北;湖北宜化、G宜化、湖北宜化;张忠华;王红峡、吴伟荣、张恬恬;大信会计师事务所(特殊普通合伙);周春雨;北京国方律师事务所;--;特种化工品
000423;东阿阿胶;山东东阿阿胶股份有限公司;Dong-E-E-Jiao Co. Ltd.;1993-05-28;山东;东阿阿胶、S阿胶;秦玉峰;路清、杜杰、张炜;立信会计师事务所（特殊普通合伙）;--;华堂律师事务所;创投概念、融资融券;制药
000425;徐工机械;徐工集团工程机械股份有限公司;XCMG Construction Machinery Co., Ltd.;1993-12-15;江苏;徐工股份、徐工科技、S徐工、徐工科技;王民;林爱梅、秦悦民、王飞跃、周玮;江苏苏亚金诚会计师事务所(特殊普通合伙);--;;国防军工、军工航天、空气治理、融资融券;工业机械
000426;兴业矿业;内蒙古兴业矿业股份有限公司;Inner Mongolia Xingye Mining Co., Ltd.;1994-02-18;内蒙古;富龙热力、大地基础、G大地、大地基础、富龙热电;吉兴业;隋景祥、李强新、姜青梅;天衡会计师事务所(特殊普通合伙);姜雅楠;;融资融券;金矿开采
000428;华天酒店;华天酒店集团股份有限公司;Huatian Hotel Group Co. Ltd.;1995-09-27;湖南;华天酒店、G华天;蒋利亚;周志宏、许长龙、张超、赵晓强、陈爱文;天健会计师事务所(特殊普通合伙);--;;长株潭;酒店业
000429;粤高速A;广东省高速公路发展股份有限公司;Guangdong Provincial Expressway Development Co., Ltd.;1993-10-21;广东;粤高速A、G粤高速;郑任发;萧端、鲍方舟、张华、唐清泉、刘中华、顾乃康;广东正中珠江会计师事务所有限公司;梁继荣;国信联合律师事务所;创投概念、含B股、重组概念;运输服务
000430;张家界;张家界旅游集团股份有限公司;Zhang Jia Jie Tourism Group Co., Ltd.;1992-12-19;湖南;张家界、ST张家界、张家界、S张家界、S*ST张股、SST张股、ST张家界、*ST张股、ST张家界;赵文胜;李荻辉、田贵君、姜亚;天职国际会计师事务所(特殊普通合伙);吴艳;启元律师事务所;长株潭;旅游业
000488;晨鸣纸业;山东晨鸣纸业集团股份有限公司;Shandong Chenming Paper Holdings Limited;1993-05-05;山东;晨鸣纸业、G晨鸣;陈洪国;张志元;瑞华会计师事务所(特殊普通合伙);袁西坤;浩天律师事务所;含B股、含H股、融资融券;造纸
000498;山东路桥;山东高速路桥集团股份有限公司;Shandong Hi-Speed Road and Bridge Co., Ltd.;1993-12-22;山东;丹东化纤、ST丹化、*ST丹化、丹东化纤、G丹化、丹东化纤、*ST丹化、*ST路桥;艾贻忠;王乐锦、朱玲、黄磊;北京中证天通会计师事务所有限公司;--;北京隆安律师事务所;丝绸之路;建筑施工
000501;鄂武商A;武汉武商集团股份有限公司;Wuhan Department Store Group Co., Ltd.;1992-07-01;湖北;鄂武商A、G武商A;陈军;田玲、吴可、岳琴舫、喻景忠;中审众环会计师事务所(特殊普通合伙);张媛;武汉市正信律师事务所;融资融券、武汉规划;百货零售
000502;绿景地产;绿景控股股份有限公司;Lvjing Holding Co., Ltd.;1991-05-18;广东;琼能源A、ST琼能源、琼能源、恒大地产、绿景地产、S绿景、绿景地产;文小兵;张在强、李文婷、刘远鹏;立信会计师事务所(特殊普通合伙);胡文君;;涉矿概念;不动产投资开发
000503;海虹控股;海虹企业(控股)股份有限公司;Searainbow Holding Corp.;1991-09-26;海南;琼化纤、琼海虹、海虹控股、ST海虹、海虹控股、G海虹、海虹控股;康健;王培、朱剑林、李协林;大华会计师事务所(特殊普通合伙);刘雯雯;金茂律师事务所;海南自贸、融资融券、三网融合;互联网
000504;南华生物;南华生物医药股份有限公司;NanHua Bio-medicineCO.,Ltd．;1991-12-16;湖南;港澳实业、ST港澳、赛迪传媒、S赛迪、赛迪传媒、*ST传媒、ST传媒、*ST传媒、南华生物、*ST生物;石磊;王咏梅、徐仁和、王强;利安达会计师事务所有限责任公司;王怡雅;北京市信利律师事务所;免疫治疗、ST板块、文化振兴、重组概念;出版业
000505;京粮控股;海南京粮控股股份有限公司;Hainan Jingliang Holdings Co., Ltd.;1992-01-03;海南;琼珠江A、珠江控股、ST珠江、*ST珠江、ST珠江、*ST珠江、G*ST珠江、*ST珠江、珠江控股、*ST珠江、ST珠江、*ST珠江、珠江控股、*ST珠江、珠江控股;王国丰;姚刚、朱恒源、王欣新;大华会计师事务所(特殊普通合伙);俞翠红;海南永达盛律师事务所;含B股、海南自贸、三沙概念、ST板块、重组概念;不动产投资开发
000506;中润资源;中润资源投资股份有限公司;Zhongrun Resources Investment Corporation;1988-06-01;山东;川盐化A、峨嵋集团、ST峨眉、ST东控、东泰控股、*ST东泰、S*ST东泰、*ST东泰、ST中润、中润投资;李明吉;肖遂宁、王全喜、魏俊浩;中汇会计师事务所（特殊普通合伙）;--;;黄河三角、融资融券、涉矿概念;普通矿开采
000507;珠海港;珠海港股份有限公司;Zhuhai Port Co., Ltd.;1989-01-01;广东;粤富华、ST粤富华、粤富华、S粤富华、粤富华;欧辉生;张文京、路晓燕、田秋生;立信会计师事务所(特殊普通合伙);黄一桓;广东华信达律师事务所;物联网、新三板、智能电网;运输服务
000509;华塑控股;同人华塑股份有限公司;Huasu Holdings Co., Ltd.;1990-03-01;四川;川天歌A、天歌集团、天歌科技、同人华塑、*ST华塑、S*ST华塑、SST华塑、S*ST华塑、SST华塑、S*ST华塑、*ST华塑;吴奕中;孙剑非、张新;亚太(集团)会计师事务所(特殊普通合伙);吴胜峰;;成渝特区;建材与构件
000510;金路集团;四川金路集团股份有限公司;Sichuan Jinlu Group Co., Ltd.;1989-04-12;四川;金路集团、G金路、金路集团、*ST金路;刘江东;杜晓堂、张奉军、张宗俊;信永中和会计师事务所有限责任公司;廖荣;四川商信律师事务所;成渝特区、石墨烯、摘帽概念;通用化工品
000511;*ST烯碳;银基烯碳新材料集团股份有限公司;Ingenious Ene-Carbon New Materials Group Co.,Ltd.;1988-09-01;辽宁;辽物资A、ST辽物资、银基发展、G银基、银基发展、烯碳新材;黄远成;张玲、叶小杰、李备战;中兴华会计师事务所(特殊普通合伙);戴子凡;;涉矿概念、石墨烯、ST板块、稀土永磁;建材与构件
000513;丽珠集团;珠海经济特区丽珠医药(集团)股份有限公司;Livzon Pharmaceutical Group Inc.;1992-03-01;广东;丽珠集团、S丽珠;朱保国;--;瑞华会计师事务所(特殊普通合伙);王曙光;;含H股、融资融券;制药
000514;渝开发;重庆渝开发股份有限公司;Chongqing Yukaifa Co., Ltd.;1992-10-23;重庆;渝开发、ST渝开发、渝开发、G渝开发;徐平;余剑锋、曹国华、陈煦江、袁林;天健会计师事务所(特殊普通合伙);谌畅;静升律师事务所;成渝特区;不动产投资开发
000516;国际医学;西安国际医学投资股份有限公司;Xi'an International Medical Investment Company Limited;1986-12-19;陕西;陕解放A、G解放、陕解放A、开元控股、开元投资;史今;杨乃定、张宝通、常晓波、师萍;希格玛会计师事务所有限公司;杜睿男;康达律师事务所;免疫治疗、融资融券、新三板;百货零售
000517;荣安地产;荣安地产股份有限公司;Rongan Property Co., Ltd.;1993-03-28;浙江;甬中元A、甬成功、*ST成功、S*ST成功、*ST成功、ST成功;王久芳;蒋岳祥、邱妘、郭站红;天衡会计师事务所(特殊普通合伙);邓华堂;;--;不动产投资开发
000518;四环生物;江苏四环生物股份有限公司;Jiangsu Sihuan Bioengineering Co., Ltd.;1992-05-18;江苏;苏三山A、ST苏三山、PT苏三山、PT振新、ST振新、振新股份、四环生物、S四环、四环生物、*ST生物;孙国建;沈晓军、马丽英、廖述斌;立信会计师事务所(特殊普通合伙);--;;生物疫苗;制药
000519;中兵红箭;中兵红箭股份有限公司;North Industries Group Red Arrow Co., Ltd.;1988-08-18;湖南;银河动力、银河创新、银河动力、G银动、银河动力、江南红箭;陈建华;吴忠、韩赤风、董敏;大华会计师事务所(特殊普通合伙);王新华;天闻律师事务所;成渝特区、国防军工、军工航天、军民融合、重组概念;工业机械
000520;长航凤凰;长航凤凰股份有限公司;Chang Jiang Shipping Group Phoenix Co., Ltd.;1992-05-08;湖北;武凤凰Ａ、中国凤凰、G长航、长航凤凰、*ST凤凰;陈德顺;杜龙泉、张世奕、胡正良;信永中和会计师事务所有限责任公司;程志胜;湖北松之盛律师事务所;--;水上运输
000521;美菱电器;合肥美菱股份有限公司;Hefei Meiling Company Limited;1992-12-31;安徽;美菱电器、S美菱;李伟;干胜道、任佳、路应金;信永中和会计师事务所(特殊普通合伙);朱文杰;安徽天合律师事务所;含B股、皖江区域;耐用消费品
000523;广州浪奇;广州市浪奇实业股份有限公司;Lonkey Industrial Co., Ltd., Guangzhou;1993-02-03;广东;广州浪奇、G浪奇;傅勇国;王丽娟、黄强、李峻峰;立信会计师事务所（特殊普通合伙）;张晓敏;广东正平天成律师事务所;土地流转;通用化工品
000524;岭南控股;广州岭南集团控股股份有限公司;Guangzhou Lingnan Group Holdings Company Limited;1992-12-26;广东;东方宾馆、G穗东方、东方宾馆;张竹筠;唐清泉、吴向能、田秋生;立信会计师事务所(特殊普通合伙);吴旻;广东天成律师事务所;--;酒店业
000525;红太阳;南京红太阳股份有限公司;Nanjing Red Sun Co., Ltd.;1992-06-05;江苏;宁天龙、红太阳、G红太阳;杨寿海;黄辉、管亚梅、涂勇;立信会计师事务所(特殊普通合伙);--;江苏中盟律师事务所;融资融券;特种化工品
000526;*ST紫学;厦门紫光学大股份有限公司;XIAMEN UNIGROUP XUE CO.,LTD.;1992-11-22;福建;厦海发A、ST厦海发、厦海发A、旭飞实业、好时光、旭飞投资、G旭飞、旭飞投资、银润投资、紫光学大;乔志城;刘兰玉、李元旭、王震;北京兴华会计师事务所（特殊普通合伙）;叶丽璇;深圳市东海律师事务所;海峡西岸;公用事业（II）
000528;柳工;广西柳工机械股份有限公司;Guangxi Liugong Machinery Co., Ltd.;1993-11-08;广西;桂柳工A、G柳工;曾光安;王成、韩立岩、郑毓煌、刘斌;瑞华会计师事务所(特殊普通合伙);--;广西桂云天律师事务所;融资融券;商用运载工具与车辆
000529;广弘控股;广东广弘控股股份有限公司;Guangdong Guanghong Holdings Co., Ltd.;1992-07-05;广东;粤美雅、ST美雅、*ST美雅、ST美雅、*ST美雅、S*ST美雅、*ST美雅;蔡飚;罗其安、朱列玉、李胜兰;天健会计师事务所(特殊普通合伙);--;广东对外经济律师事务所;O2O模式、新零售;食品生产（IV）
000530;大冷股份;大连冷冻机械股份有限公司;Dalian Refrigeration Co., Ltd.;1993-11-28;辽宁;连大冷、大冷股份、G大冷;纪志坚;戴大双、刘继伟、王岩;信永中和会计师事务所（特殊普通合伙）;杜宇;大连华夏律师事务所;地热能、含B股、食品安全;工业机械
000531;穗恒运A;广州恒运企业集团股份有限公司;Guangzhou Hengyun Enterprises Holding Ltd.;1993-11-28;广东;穗恒运A、G穗恒运;郭晓光;谭劲松、江华、张利国、游达明;立信会计师事务所(特殊普通合伙);廖铁强;广信律师事务所;融资融券;电力（IV）
000532;华金资本;珠海华金资本股份有限公司;Zhuhai Huajin Capital Co., Ltd.;1992-03-01;广东;粤华电A、力合股份、G力合、力合股份;李光宁;郑丽惠、黎文靖、王怀兵、安寿辉;大华会计师事务所(特殊普通合伙);梁加庆;广东德赛律师事务所;创投概念、IPV6概念、石墨烯、新三板;综合工业
000533;万家乐;广东万家乐股份有限公司;Guangdong Macro Co., Ltd.;1992-06-06;广东;万家乐、ST万家乐、*ST家乐、万家乐A、S万家乐;陈环;蒋春晨、张晨颖、祁怀锦;大华会计师事务所(特殊普通合伙);张楚珊;;太阳能;电子电气组件与设备
000534;万泽股份;万泽实业股份有限公司;Wedge Industrial Co., Ltd.;1992-07-18;广东;汕电力A、G汕电力、汕电力A;黄振光;张汉斌、陈伟岳、王苏生;立信会计师事务所（特殊普通合伙）;李畅;广东明祥律师事务所;涉矿概念;不动产投资开发
000536;华映科技;华映科技(集团)股份有限公司;CPT Technology (Group) Co., Ltd.;1993-11-18;福建;闽闽东A、ST闽闽东、PT闽闽东、ST闽闽东、*ST闽东、ST闽闽东、SST闽东、S闽闽东、闽闽东;林盛昌;郑新芝、暴福锁、罗妙成、陈国伟、吴怡、郑学军;福建华兴会计师事务所(特殊普通合伙);--;;触摸屏、海峡西岸、融资融券;电子电气组件与设备
000537;广宇发展;天津广宇发展股份有限公司;Tianjin Guangyu Development Co., Ltd.;1992-04-01;天津;津国商A、南开戈德、*ST戈德、南开戈德、广宇发展、G广宇;周悦刚;乐超军、赵廷凯、张峥;瑞华会计师事务所(特殊普通合伙);张坤杰;;海南自贸、融资融券、土地流转、京津冀;不动产投资开发
000538;云南白药;云南白药集团股份有限公司;Yunnan Baiyao Group Co., Ltd.;1993-11-28;云南;云南白药、G云白药;王明辉;王化成、王方华、刘劲、林瑞超;中审亚太会计师事务所(特殊普通合伙);赵雁;云南海合律师事务所;创投概念、融资融券;制药
000539;粤电力A;广东电力发展股份有限公司;Guangdong Electric Power Development Co., Ltd.;1993-01-01;广东;粤电力A、G粤电力;黄镇海;朱卫平、王曦、沈洪涛、马晓茜、尹中余、沙奇林;普华永道中天会计师事务所有限公司,毕马威华振会计师事务所(特殊普通合伙);秦晓;;含B股、融资融券、新三板;电力（IV）
000540;中天金融;中天金融集团股份有限公司;Zhongtian Financial Group Company Limited;1993-12-30;贵州;黔中天A、中天企业、世纪中天、*ST中天、S*ST中天、*ST中天、世纪中天、中天城投;罗玉平;宋蓉、吴俐敏、王强、胡北忠;信永中和会计师事务所(特殊普通合伙);何要求;;保障房、融资融券、涉矿概念、稀缺资源、页岩气、网贷概念;不动产投资开发
000541;佛山照明;佛山电器照明股份有限公司;Foshan Electrical and Lighting Co., Ltd.;1992-09-01;广东;佛山照明、G佛照;何勇;吕巍、张楠、卢锐;北京中证天通会计师事务所(特殊普通合伙);黄玉芬;广东天爵律师事务所;低碳经济、含B股、融资融券;耐用消费品
