节点类型	原标识	编码
COMPANY	厦门首开翔泰置业有限公司	COMP000100000467
COMPANY	海门锦源国际俱乐部有限公司	COMP000100000468
COMPANY	杭州首开龙泰房地产开发有限公司	COMP000100000469
COMPANY	Fingu Electronic Technology Oy	COMP000100000470
COMPANY	苏州凡谷电子技术有限公司	COMP000100000471
COMPANY	咸宁市金湛电子有限公司	COMP000100000472
COMPANY	东北电气(香港)有限公司	COMP000100000473
COMPANY	鞍山金利华仁经贸有限公司	COMP000100000474
COMPANY	内蒙古扬帆新材料有限公司	COMP000100000475
COMPANY	成都首开恒泰置业有限公司	COMP000100000476
COMPANY	北京平泰置业有限公司	COMP000100000477
COMPANY	烟台天鸿时代房地产开发有限责任公司	COMP000100000478
COMPANY	苏州首开永泰置业有限公司	COMP000100000479
COMPANY	绵阳首开兴泰置业有限公司	COMP000100000480
COMPANY	沈阳首开京泰置业有限公司	COMP000100000481
COMPANY	三亚天鸿度假村有限公司	COMP000100000482
COMPANY	武汉凡谷信电子技术有限公司	COMP000100000483
COMPANY	香港凡谷發展有限公司	COMP000100000484
COMPANY	武汉纪诚电子有限公司	COMP000100000485
COMPANY	东北电气发展(香港)有限公司	COMP000100000486
COMPANY	伟达高压电气有限公司	COMP000100000487
COMPANY	辽宁福鞍燃气轮机有限公司	COMP000100000488
COMPANY	江西仁明医药化工有限公司	COMP000100000489
COMPANY	宁波双成药业有限公司	COMP000100000490
COMPANY	安信证券股份有限公司	COMP000100000491
COMPANY	中远网络(北京)有限公司	COMP000100000492
COMPANY	贵州新思维科技有限责任公司	COMP000100000493
COMPANY	软件开发有限公司	COMP000100000494
COMPANY	深圳广聚亿升石油化工储运有限公司	COMP000100000495
COMPANY	北京首开商业地产有限公司	COMP000100000496
COMPANY	沈阳首开盛泰置业有限责任公司	COMP000100000497
COMPANY	葫芦岛首开宏泰房地产开发有限公司	COMP000100000498
COMPANY	廊坊市首开志泰房地产开发有限公司	COMP000100000499
COMPANY	武汉凡谷电子职业技术学校	COMP000100000500
COMPANY	武汉凡谷陶瓷材料有限公司	COMP000100000501
COMPANY	武汉德威斯电子技术有限公司	COMP000100000502
COMPANY	东北电气(北京)有限公司	COMP000100000503
COMPANY	辽宁福鞍机械制造有限公司	COMP000100000504
COMPANY	杭州扬帆化工科技有限公司	COMP000100000505
COMPANY	上海毅胜投资有限公司	COMP000100000506
COMPANY	北京数字中远网络技术服务有限公司	COMP000100000507
COMPANY	深圳一海通全球供应链管理有限公司	COMP000100000508
COMPANY	广东国联工程咨询管理有限公司	COMP000100000509
COMPANY	深圳广聚实业有限公司	COMP000100000510
COMPANY	深圳市广聚亿达危化品仓储有限公司	COMP000100000511
COMPANY	江西晨航照明科技有限公司	COMP000100000512
COMPANY	甘孜州融达锂业有限公司	COMP000100000513
COMPANY	四川长和华锂科技有限公司	COMP000100000514
COMPANY	上海恒生盛天网络科技有限公司	COMP000100000515
COMPANY	海南民生长流油气储运有限公司	COMP000100000516
COMPANY	三亚天鸿度假村	COMP000100000517
COMPANY	鄂州富晶电子技术有限公司	COMP000100000518
COMPANY	武汉凡谷自动化有限公司	COMP000100000519
COMPANY	武汉衍煦微电子有限公司	COMP000100000520
COMPANY	高才科技有限公司	COMP000100000521
COMPANY	沈阳凯毅电气有限公司	COMP000100000522
COMPANY	辽宁兴奥燃气经营有限公司	COMP000100000523
COMPANY	浙江寿尔福化工贸易有限公司	COMP000100000524
COMPANY	中远网络物流信息科技有限公司	COMP000100000525
COMPANY	中远海运古野船舶通导科技有限公司	COMP000100000526
COMPANY	福建省宏闽电力工程监理有限公司	COMP000100000527
COMPANY	南山石油公司	COMP000100000528
COMPANY	深圳广聚房地产有限公司	COMP000100000529
COMPANY	深圳协孚能源有限公司	COMP000100000530
COMPANY	浙江晨丰商贸有限公司	COMP000100000531
COMPANY	芜湖融捷光电材料科技有限公司	COMP000100000532
COMPANY	上海力铭科技有限公司	COMP000100000533
COMPANY	恒生洲际控股(香港)有限公司	COMP000100000534
COMPANY	杭州星禄股权投资合伙企业(有限合伙)	COMP000100000535
COMPANY	海南维乐药业有限公司	COMP000100000536
COMPANY	国投资本控股有限公司	COMP000100000537
COMPANY	中远网络航海科技有限公司	COMP000100000538
COMPANY	达安云(珠海)资产管理有限公司	COMP000100000539
COMPANY	广聚能源(香港)有限公司	COMP000100000540
COMPANY	四川路翔锂业有限公司	COMP000100000541
COMPANY	芜湖市融捷方舟智慧科技有限公司	COMP000100000542
COMPANY	合肥融捷金属科技有限公司	COMP000100000543
COMPANY	杭州云晖投资管理有限公司	COMP000100000544
COMPANY	杭州恒生数据安全技术有限公司	COMP000100000545
COMPANY	杭州恒生云投资控股有限公司	COMP000100000546
COMPANY	杭州云永网络科技有限公司	COMP000100000547
COMPANY	杭州云赢网络科技有限公司	COMP000100000548
COMPANY	杭州云毅网络科技有限公司	COMP000100000549
COMPANY	商智神州(北京)软件有限公司	COMP000100000550
COMPANY	中唯炼焦技术国家工程研究中心有限责任公司	COMP000100000551
COMPANY	安徽福马汽车零部件集团有限公司	COMP000100000552
COMPANY	将乐县青溪林业有限公司	COMP000100000553
COMPANY	将乐县金森林业发展小额贷款有限责任公司	COMP000100000554
COMPANY	香港大丰文化发展有限公司	COMP000100000555
COMPANY	武汉路翔公路技术有限公司	COMP000100000556
COMPANY	湖南路桥路翔工程有限公司	COMP000100000557
COMPANY	芜湖天量电池系统有限公司	COMP000100000558
COMPANY	杭州恒生科技有限公司	COMP000100000559
COMPANY	杭州翌马投资管理有限公司	COMP000100000560
COMPANY	杭州恒生芸擎网络科技有限公司	COMP000100000561
COMPANY	上海恒生聚源数据服务有限公司	COMP000100000562
COMPANY	杭州云连网络科技有限公司	COMP000100000563
COMPANY	杭州智股网络科技有限公司	COMP000100000564
COMPANY	无锡恒华科技发展有限公司	COMP000100000565
COMPANY	深圳开拓者科技有限公司	COMP000100000566
COMPANY	湖南特种金属材料有限责任公司	COMP000100000567
COMPANY	福瑞投资贸易有限公司	COMP000100000568
COMPANY	将乐县金森贸易有限公司	COMP000100000569
COMPANY	浙江大丰建筑装饰工程有限公司	COMP000100000570
COMPANY	浙江大丰轨道交通装备有限公司	COMP000100000571
COMPANY	余姚市四明湖国际会议中心管理有限公司	COMP000100000572
COMPANY	上海盛捷管理投资有限公司	COMP000100000573
COMPANY	中捷大宇机械有限公司	COMP000100000574
COMPANY	上海天海货运有限公司	COMP000100000575
COMPANY	北京钱塘恒生科技有限公司	COMP000100000576
COMPANY	上海易锐管理咨询有限公司	COMP000100000577
COMPANY	杭州证投网络科技有限公司	COMP000100000578
COMPANY	杭州恒生网络技术服务有限公司	COMP000100000579
COMPANY	杭州云纪网络科技有限公司	COMP000100000580
COMPANY	日本恒生软件株式会社	COMP000100000581
COMPANY	中钢天源(马鞍山)通力磁材有限公司	COMP000100000582
COMPANY	中钢天源(马鞍山)科博数控有限公司	COMP000100000583
COMPANY	安徽星马专用汽车有限公司	COMP000100000584
COMPANY	华菱星马(四川)物流有限公司	COMP000100000585
COMPANY	将乐县万森林业采育有限公司	COMP000100000586
COMPANY	福建金森森林资源开发服务有限公司	COMP000100000587
COMPANY	浙江大丰舞台设计有限公司	COMP000100000588
COMPANY	浙江大丰数艺科技有限公司	COMP000100000589
COMPANY	中屹机械工业有限公司	COMP000100000590
COMPANY	玉环禾茂农业发展有限公司	COMP000100000591
COMPANY	天津市天海货运代理有限公司	COMP000100000592
COMPANY	北京市天海北方货运代理有限公司	COMP000100000593
COMPANY	Elbe Shipping Limited	COMP000100000594
COMPANY	上海天海海运	COMP000100000595
COMPANY	广东粤财金融创新研究院	COMP000100000596
COMPANY	杭州善商网络科技有限公司	COMP000100000597
COMPANY	杭州云英网络科技有限公司	COMP000100000598
COMPANY	大智慧(香港)投资控股有限公司	COMP000100000599
COMPANY	杭州恒生云融网络科技有限公司	COMP000100000600
COMPANY	厦门派夫特卫浴科技有限公司	COMP000100000601
COMPANY	中钢集团郑州金属制品研究院有限公司	COMP000100000602
COMPANY	中钢天源(马鞍山)贸易有限公司	COMP000100000603
COMPANY	上海徽融融资租赁有限公司	COMP000100000604
COMPANY	将乐县金森林木种苗有限公司	COMP000100000605
COMPANY	浙江大丰体育设备有限公司	COMP000100000606
COMPANY	杭州大丰文化传媒有限公司	COMP000100000607
COMPANY	宁海县大丰文化发展有限公司	COMP000100000608
COMPANY	浙江中捷缝纫科技有限公司	COMP000100000609
COMPANY	浙江华俄兴邦投资有限公司	COMP000100000610
COMPANY	浙江凯泽路亚绣花机有限责任公司	COMP000100000611
COMPANY	珠海北洋轮船有限公司	COMP000100000612
COMPANY	广州市津海船务代理有限公司	COMP000100000613
COMPANY	天海供应链管理(深圳)有限公司	COMP000100000614
COMPANY	上海商流投资管理有限公司	COMP000100000615
COMPANY	浙江大丰文体设施维保有限公司	COMP000100000616
COMPANY	松阳县大丰文体发展有限公司	COMP000100000617
COMPANY	中捷欧洲有限责任公司	COMP000100000618
COMPANY	内蒙古突泉县禧利多矿业有限责任公司	COMP000100000619
COMPANY	天津市天海海员服务有限公司	COMP000100000620
COMPANY	亚洲之鹰船务有限公司	COMP000100000621
COMPANY	上海际融供应链管理有限公司	COMP000100000622
COMPANY	天海船代	COMP000100000623
COMPANY	GCL Investment Management,Inc.	COMP000100000624
COMPANY	Ingram Micro CLBT	COMP000100000625
COMPANY	Bright point North AmericaL.P.	COMP000100000626
COMPANY	深圳市世联行房地产经纪有限公司	COMP000100000627
COMPANY	世联咨询(香港)有限公司	COMP000100000628
COMPANY	苏州世联行房地产综合服务有限公司	COMP000100000629
COMPANY	合肥汇创房地产咨询有限公司	COMP000100000630
COMPANY	拉萨市世联房地产服务有限公司	COMP000100000631
COMPANY	重庆世联行房地产顾问有限公司	COMP000100000632
COMPANY	杭州世联房地产咨询有限公司	COMP000100000633
COMPANY	上海量具刃具厂有限公司	COMP000100000634
COMPANY	深圳市东方时代新媒体有限公司	COMP000100000635
COMPANY	天海金服(深圳)有限公司	COMP000100000636
COMPANY	深圳鑫航资产管理有限公司	COMP000100000637
COMPANY	上海德潼投资管理有限公司	COMP000100000638
COMPANY	天津市天海国际船务代理有限公司	COMP000100000639
COMPANY	GCL Investment Holdings,Inc.	COMP000100000640
COMPANY	Ingram Funding Inc	COMP000100000641
COMPANY	Ingram Micro Inc(Ontario)	COMP000100000642
COMPANY	世联房地产咨询(惠州)有限公司	COMP000100000643
COMPANY	深圳市世联小额贷款有限公司	COMP000100000644
COMPANY	邯郸世联卓群房地产经纪有限公司	COMP000100000645
COMPANY	衡水世联汇创房地产经纪有限公司	COMP000100000646
COMPANY	怀来卓群房地产经纪有限公司	COMP000100000647
COMPANY	深圳世联投资有限公司	COMP000100000648
COMPANY	厦门世联兴业房地产顾问有限公司	COMP000100000649
COMPANY	乾坤时代(北京)科技发展有限公司	COMP000100000650
COMPANY	桂林东方时代投资有限公司	COMP000100000651
COMPANY	汉寿中辉无线数字电视运营有限公司	COMP000100000652
COMPANY	泰中文化传媒集团有限公司	COMP000100000653
COMPANY	宁波梅山保税港区航泰投资管理合伙企业(有限合伙)	COMP000100000654
COMPANY	西安合众思壮电信通讯有限责任公司	COMP000100000655
COMPANY	上海天成船代	COMP000100000656
COMPANY	美国英格雷姆麦克罗公司	COMP000100000657
COMPANY	ProMark Technology,Inc	COMP000100000658
COMPANY	Ingram Micro Global Holdings C.V.	COMP000100000659
COMPANY	北京世联房地产顾问有限公司	COMP000100000660
COMPANY	广州市世联房地产咨询有限公司	COMP000100000661
COMPANY	深圳世联集金财富管理有限公司	COMP000100000662
COMPANY	哈尔滨卓群房地产经纪有限公司	COMP000100000663
COMPANY	邢台世联行房地产经纪有限公司	COMP000100000664
COMPANY	深圳世联同行共营地产咨询有限公司	COMP000100000665
COMPANY	深圳市盛泽融资担保有限责任公司	COMP000100000666
COMPANY	深圳世联先锋投资有限公司	COMP000100000667
COMPANY	东方华尚(北京)文化传播有限公司	COMP000100000668
COMPANY	桂林广陆数字测控有限公司	COMP000100000669
COMPANY	德州中辉数字电视运营有限公司	COMP000100000670
COMPANY	云南中辉无线数字电视农网运营有限公司	COMP000100000671
COMPANY	国广星空视频科技(北京)有限公司	COMP000100000672
COMPANY	上海易罗信息科技有限公司	COMP000100000673
COMPANY	UniStrong Co.,Ltd.	COMP000100000674
COMPANY	全球星香港有限公司	COMP000100000675
COMPANY	天津天海物流投资管理有限公司	COMP000100000676
COMPANY	Ingram Micro L.P.	COMP000100000677
COMPANY	Ingram Micro LP	COMP000100000678
COMPANY	东莞世联地产顾问有限公司	COMP000100000679
COMPANY	天津世联兴业房地产咨询有限公司	COMP000100000680
COMPANY	深圳世联集房资产管理有限公司	COMP000100000681
COMPANY	深圳富景慧思投资管理有限公司	COMP000100000682
COMPANY	张家口世联兴业房地产经纪有限公司	COMP000100000683
COMPANY	上海世联房地产顾问有限公司	COMP000100000684
COMPANY	珠海世联房地产咨询有限公司	COMP000100000685
COMPANY	长沙世联兴业房地产顾问有限公司	COMP000100000686
COMPANY	无锡广陆数字测控有限公司	COMP000100000687
COMPANY	东方影业有限公司	COMP000100000688
COMPANY	水木动画有限公司	COMP000100000689
COMPANY	衡水中辉广视数字电视运营有限公司	COMP000100000690
COMPANY	深圳鼎毅未来投资中心(有限合伙)	COMP000100000691
COMPANY	北京永旭良辰文化发展有限公司	COMP000100000692
COMPANY	合众思壮北斗导航有限公司	COMP000100000693
COMPANY	深圳合众思壮科技有限公司	COMP000100000694
COMPANY	新疆合众思壮北斗农业科技有限公司	COMP000100000695
COMPANY	聊城市中广数字电视运营有限责任公司	COMP000100000696
COMPANY	牡丹江中辉大鹏数字电视有限公司	COMP000100000697
COMPANY	宁波梅山保税港区东网安杰股权投资合伙企业(有限合伙)	COMP000100000698
COMPANY	西安合众思壮导航技术有限公司	COMP000100000699
COMPANY	Unistrong Apac Pte. Ltd.	COMP000100000700
COMPANY	西安寰测导航软件技术有限公司	COMP000100000701
COMPANY	长春天成科技发展有限公司	COMP000100000702
COMPANY	广州中科雅图信息技术有限公司	COMP000100000703
COMPANY	上海合众思壮科技有限公司	COMP000100000704
COMPANY	新疆云测国土资源大数据应用发展有限公司	COMP000100000705
COMPANY	上海新竺实业发展有限公司	COMP000100000706
